city,area,latitude,longitude
Tavíkovice,Znojmo,49.033846,16.103265
Tečovice,Zlín,49.221167,17.587443
Tehov,Benešov,49.735542,14.966838
Tehov,Praha-východ,49.971620,14.693897
Tehovec,Praha-východ,49.981597,14.730399
Těchařovice,Příbram,49.599507,14.048897
Těchlovice,Hradec Králové,50.207992,15.711159
Těchlovice,Děčín,50.696428,14.205036
Těchobuz,Pelhřimov,49.510188,14.930738
Těchonín,Ústí nad Orlicí,50.065031,16.618015
Telč,Jihlava,49.183338,15.454373
Telecí,Svitavy,49.694722,16.180806
Telnice,Brno-venkov,49.101969,16.717850
Telnice,Ústí nad Labem,50.733064,13.957891
Temelín,České Budějovice,49.192940,14.348847
Temešvár,Písek,49.356486,14.263631
Těmice,Hodonín,49.001650,17.265026
Těmice,Pelhřimov,49.351896,15.060549
Těně,Rokycany,49.751300,13.796268
Teplá,Cheb,49.981953,12.863160
Teplice,Teplice,50.644558,13.835384
Teplice nad Bečvou,Přerov,49.528613,17.740190
Teplice nad Metují,Náchod,50.594430,16.170483
Teplička,Karlovy Vary,50.148702,12.851680
Teplýšovice,Benešov,49.806208,14.801688
Terešov,Rokycany,49.896783,13.699850
Terezín,Hodonín,48.955636,16.942659
Terezín,Litoměřice,50.511102,14.150658
Těrlicko,Karviná,49.752419,18.483020
Těšany,Brno-venkov,49.039658,16.770132
Těšetice,Znojmo,48.888944,16.158304
Těšetice,Olomouc,49.593272,17.126175
Těškov,Rokycany,49.802297,13.698135
Těškovice,Opava,49.814189,18.021010
Těšovice,Prachatice,49.057215,14.024005
Těšovice,Sokolov,50.182307,12.676998
Tetčice,Brno-venkov,49.170348,16.405736
Tetín,Jičín,50.424620,15.636457
Tetín,Beroun,49.949420,14.102357
Tetov,Pardubice,50.080585,15.445738
Tchořovice,Strakonice,49.437148,13.809985
Tichá,Nový Jičín,49.570086,18.221589
Tichonice,Benešov,49.777164,14.992382
Tichov,Zlín,49.177486,17.982741
Tis,Havlíčkův Brod,49.705057,15.493338
Tis u Blatna,Plzeň-sever,50.085845,13.347908
Tisá,Ústí nad Labem,50.784605,14.031415
Tísek,Nový Jičín,49.792766,18.014705
Tisem,Benešov,49.755736,14.608061
Tismice,Kolín,50.056273,14.821163
Tisová,Ústí nad Orlicí,49.936258,16.224633
Tisová,Tachov,49.765288,12.713935
Tisovec,Chrudim,49.824479,15.914659
Tišice,Mělník,50.269904,14.554222
Tišnov,Brno-venkov,49.348818,16.424485
Tišnovská Nová Ves,Brno-venkov,49.383986,16.293684
Tištín,Prostějov,49.306988,17.165505
Tlučná,Plzeň-sever,49.724362,13.235453
Tlumačov,Domažlice,49.403640,12.929095
Tlumačov,Zlín,49.253605,17.495694
Tlustice,Beroun,49.850393,13.885465
Tmaň,Beroun,49.907174,14.033932
Točník,Beroun,49.885500,13.882878
Tochovice,Příbram,49.595590,13.992506
Tojice,Plzeň-jih,49.492585,13.626620
Tomice,Benešov,49.645143,15.157197
Topolany,Vyškov,49.277451,17.040411
Topolná,Uherské Hradiště,49.121967,17.544444
Toušice,Kolín,49.987988,15.006578
Toužetín,Louny,50.315391,13.886229
Toužim,Karlovy Vary,50.060604,12.985171
Tovačov,Přerov,49.429711,17.285739
Tovéř,Olomouc,49.640125,17.319120
Traplice,Uherské Hradiště,49.130976,17.436325
Travčice,Litoměřice,50.503389,14.189878
Trboušany,Brno-venkov,49.050783,16.462950
Trhanov,Domažlice,49.420341,12.845635
Trhová Kamenice,Chrudim,49.786894,15.816049
Trhové Dušníky,Příbram,49.713550,14.012935
Trhové Sviny,České Budějovice,48.842418,14.639338
Trhový Štěpánov,Benešov,49.711576,15.013668
Trmice,Ústí nad Labem,50.642967,13.994605
Trnava,Třebíč,49.254784,15.924247
Trnava,Zlín,49.296132,17.842017
Trnávka,Nový Jičín,49.684846,18.178045
Trnávka,Pardubice,50.032844,15.461124
Trnov,Rychnov nad Kněžnou,50.244775,16.164517
Trnová,Plzeň-sever,49.861152,13.323963
Trnová,Praha-západ,49.915541,14.357824
Trnovany,Litoměřice,50.543317,14.179050
Trnové Pole,Znojmo,48.945040,16.409578
Trojanovice,Nový Jičín,49.520494,18.238113
Trojovice,Chrudim,49.932925,15.919674
Trokavec,Rokycany,49.647028,13.702351
Troskotovice,Brno-venkov,48.919119,16.437643
Troskovice,Semily,50.511687,15.222420
Trotina,Trutnov,50.409736,15.716281
Troubelice,Olomouc,49.817411,17.081110
Troubky,Přerov,49.432248,17.349250
Troubky-Zdislavice,Kroměříž,49.230501,17.268275
Troubsko,Brno-venkov,49.169608,16.510886
Trpík,Ústí nad Orlicí,49.847575,16.570003
Trpín,Svitavy,49.593988,16.402214
Trpísty,Tachov,49.822747,13.058639
Trpišovice,Havlíčkův Brod,49.655284,15.332281
Trstěnice,Znojmo,48.986862,16.195522
Trstěnice,Cheb,49.919210,12.676134
Trstěnice,Svitavy,49.794239,16.348852
Tršice,Olomouc,49.541173,17.427080
Trubín,Beroun,49.943780,14.002294
Trubská,Beroun,49.954980,13.993555
Truskovice,Strakonice,49.104163,14.161196
Trusnov,Pardubice,50.000215,16.044093
Trutnov,Trutnov,50.565484,15.909192
Tržek,Svitavy,49.886335,16.260047
Třanovice,Frýdek-Místek,49.712553,18.529296
Třebařov,Svitavy,49.829794,16.702624
Třebčice,Plzeň-jih,49.483479,13.612175
Třebechovice pod Orebem,Hradec Králové,50.201066,15.992336
Třebějice,Tábor,49.244526,14.819880
Třebelovice,Třebíč,49.022254,15.666335
Třebeň,Cheb,50.128744,12.400268
Třebenice,Třebíč,49.163856,16.015873
Třebenice,Litoměřice,50.476429,13.990159
Třebestovice,Nymburk,50.124705,14.958358
Třebešice,Benešov,49.775348,14.831949
Třebešice,Kutná Hora,49.927948,15.337909
Třebešov,Rychnov nad Kněžnou,50.168450,16.204241
Třebětice,Jindřichův Hradec,49.047741,15.520820
Třebětice,Kroměříž,49.319485,17.519351
Třebětín,Kutná Hora,49.770840,15.269464
Třebíč,Třebíč,49.214887,15.879652
Třebihošť,Trutnov,50.433387,15.709795
Třebichovice,Kladno,50.190464,14.079146
Třebívlice,Litoměřice,50.458170,13.899372
Třebíz,Kladno,50.269721,13.990901
Třebnouševes,Jičín,50.339344,15.651767
Třeboc,Rakovník,50.214417,13.752838
Třebohostice,Strakonice,49.332640,13.861096
Třebom,Opava,50.046244,18.025387
Třeboň,Jindřichův Hradec,49.003615,14.764232
Třebonín,Kutná Hora,49.869804,15.313026
Třebosice,Pardubice,49.997348,15.734932
Třebotov,Praha-západ,49.972514,14.291274
Třebovice,Ústí nad Orlicí,49.859351,16.502143
Třebovle,Kolín,50.027347,14.961866
Třebsko,Příbram,49.625764,13.967650
Třebusice,Kladno,50.200879,14.180749
Třebušín,Litoměřice,50.599744,14.205530
Třemešná,Bruntál,50.205030,17.575420
Třemešné,Tachov,49.625373,12.695768
Třemošná,Plzeň-sever,49.815946,13.395104
Třemošnice,Chrudim,49.869219,15.580129
Třesov,Třebíč,49.180335,16.082925
Třesovice,Hradec Králové,50.265178,15.688982
Třešovice,Strakonice,49.211424,13.981450
Třešť,Jihlava,49.290971,15.483401
Třeštice,Jihlava,49.245602,15.453316
Třeština,Šumperk,49.796306,16.963987
Tři Dvory,Kolín,50.032056,15.256593
Tři Sekery,Cheb,49.942277,12.616745
Tři Studně,Žďár nad Sázavou,49.612941,16.036598
Třibřichy,Chrudim,49.965357,15.739289
Třinec,Frýdek-Místek,49.677731,18.670890
Třtěnice,Jičín,50.377493,15.469231
Třtice,Rakovník,50.185105,13.863591
Tučapy,Tábor,49.291392,14.803517
Tučapy,Vyškov,49.233446,16.918474
Tučapy,Uherské Hradiště,49.048213,17.331526
Tučín,Přerov,49.454090,17.515128
Tuhaň,Česká Lípa,50.536579,14.467408
Tuhaň,Mělník,50.295483,14.517383
Tuchlovice,Kladno,50.138132,13.991262
Tuchoměřice,Praha-západ,50.135539,14.282293
Tuchoraz,Kolín,50.048724,14.849303
Tuchořice,Louny,50.284750,13.662622
Tuklaty,Kolín,50.084879,14.769602
Tulešice,Znojmo,49.038646,16.207235
Tuněchody,Chrudim,49.978962,15.841340
Tupadly,Kutná Hora,49.869103,15.403560
Tupadly,Mělník,50.441913,14.475036
Tupesy,Uherské Hradiště,49.084369,17.369935
Turkovice,Pardubice,49.952551,15.548856
Turnov,Semily,50.587385,15.156909
Turovec,Tábor,49.378459,14.769036
Turovice,Přerov,49.423817,17.580887
Tursko,Praha-západ,50.191340,14.321990
Tuř,Jičín,50.395077,15.417033
Tuřany,Cheb,50.084120,12.522102
Tuřany,Kladno,50.232342,14.029138
Tuřice,Mladá Boleslav,50.248907,14.769264
Tušovice,Příbram,49.575713,14.030638
Tutleky,Rychnov nad Kněžnou,50.134014,16.241556
Tužice,Klatovy,49.335115,13.511527
Tvarožná,Brno-venkov,49.191870,16.771563
Tvarožná Lhota,Hodonín,48.877349,17.359497
Tvorovice,Prostějov,49.374487,17.222030
Tvořihráz,Znojmo,48.917649,16.135878
Tvrdkov,Bruntál,49.895592,17.178202
Tvrdonice,Břeclav,48.760582,16.994567
Tvrzice,Prachatice,49.121841,13.967232
Týček,Rokycany,49.869348,13.794421
Tymákov,Plzeň-město,49.719174,13.509931
Týn nad Bečvou,Přerov,49.517050,17.618164
Týn nad Vltavou,České Budějovice,49.223502,14.420670
Týnec,Břeclav,48.779531,17.013324
Týnec,Klatovy,49.347334,13.264018
Týnec nad Labem,Kolín,50.042117,15.358462
Týnec nad Sázavou,Benešov,49.833579,14.589940
Týniště,Plzeň-jih,49.521194,13.417703
Týniště nad Orlicí,Rychnov nad Kněžnou,50.151203,16.078551
Týnišťko,Ústí nad Orlicí,49.999487,16.097653
Úbislavice,Jičín,50.473031,15.470420
Ublo,Zlín,49.233156,17.901231
Úboč,Domažlice,49.443698,13.086983
Ubušínek,Žďár nad Sázavou,49.610581,16.281794
Údlice,Chomutov,50.440706,13.457492
Údrnice,Jičín,50.374485,15.261676
Uhelná,Jeseník,50.365038,17.027399
Uhelná Příbram,Havlíčkův Brod,49.768087,15.585655
Úherce,Plzeň-sever,49.701479,13.213823
Úherce,Louny,50.298161,13.949094
Uherčice,Břeclav,48.967902,16.653546
Uherčice,Znojmo,48.913336,15.630477
Úherčice,Chrudim,49.919564,15.677746
Uherské Hradiště,Uherské Hradiště,49.059897,17.495950
Uhersko,Pardubice,49.992474,16.017879
Uherský Brod,Uherské Hradiště,49.030373,17.649938
Uherský Ostroh,Uherské Hradiště,48.985657,17.389953
Úhlejov,Jičín,50.427287,15.687441
Uhlířov,Opava,49.897154,17.841402
Uhlířská Lhota,Kolín,50.079045,15.391155
Uhlířské Janovice,Kutná Hora,49.880291,15.064920
Úholičky,Praha-západ,50.161460,14.335349
Úhonice,Praha-západ,50.043449,14.186328
Úhořilka,Havlíčkův Brod,49.524779,15.530975
Úhřetice,Chrudim,49.979251,15.867345
Úhřetická Lhota,Pardubice,49.988669,15.872852
Uhřice,Blansko,49.595164,16.735111
Uhřice,Hodonín,49.050447,16.947682
Uhřice,Vyškov,49.172448,17.078762
Uhřice,Kroměříž,49.281835,17.201536
Uhřičice,Přerov,49.371673,17.290435
Uhřínov,Žďár nad Sázavou,49.349931,15.938057
Uhy,Kladno,50.284336,14.273969
Ujčov,Žďár nad Sázavou,49.488459,16.331188
Újezd,Znojmo,49.023647,16.053361
Újezd,Žďár nad Sázavou,49.509261,15.870346
Újezd,Olomouc,49.764066,17.180511
Újezd,Domažlice,49.435642,12.869668
Újezd,Beroun,49.831356,13.837576
Újezd,Zlín,49.168187,17.906215
Újezd nade Mží,Plzeň-sever,49.788854,13.195175
Újezd pod Troskami,Jičín,50.506631,15.262655
Újezd u Boskovic,Blansko,49.463998,16.654269
Újezd u Brna,Brno-venkov,49.104448,16.757474
Újezd u Černé Hory,Blansko,49.370995,16.543917
Újezd u Chocně,Ústí nad Orlicí,50.026995,16.164691
Újezd u Plánice,Klatovy,49.417621,13.457818
Újezd u Přelouče,Pardubice,50.102031,15.494626
Újezd u Rosic,Brno-venkov,49.222512,16.253748
Újezd u Sezemic,Pardubice,50.114148,15.855832
Újezd u Svatého Kříže,Rokycany,49.859837,13.569610
Újezd u Tišnova,Brno-venkov,49.365622,16.324650
Újezdec,Jindřichův Hradec,49.207626,14.784836
Újezdec,Prachatice,49.108008,13.964075
Újezdec,Svitavy,49.877862,16.206035
Újezdec,Mělník,50.283451,14.420989
Újezdec,Uherské Hradiště,49.036216,17.272063
Újezdeček,Teplice,50.645818,13.789867
Ujkovice,Mladá Boleslav,50.366961,15.099546
Úlehle,Strakonice,49.201553,13.838465
Úlibice,Jičín,50.434130,15.437401
Úlice,Plzeň-sever,49.760902,13.148283
Úmonín,Kutná Hora,49.888776,15.271497
Úmyslovice,Nymburk,50.203491,15.177694
Únanov,Znojmo,48.900923,16.063609
Unčín,Žďár nad Sázavou,49.607762,16.245786
Únehle,Tachov,49.791701,13.015482
Únějovice,Domažlice,49.462139,13.118705
Úněšov,Plzeň-sever,49.882689,13.149299
Únětice,Plzeň-jih,49.584402,13.470115
Únětice,Praha-západ,50.150214,14.354207
Unhošť,Kladno,50.085455,14.130183
Únice,Strakonice,49.312345,13.868508
Uničov,Olomouc,49.771013,17.121542
Unín,Brno-venkov,49.382277,16.491456
Unkovice,Brno-venkov,49.019318,16.604146
Úpice,Trutnov,50.512472,16.016173
Úpohlavy,Litoměřice,50.463202,14.035645
Urbanice,Hradec Králové,50.180020,15.727458
Urbanice,Pardubice,49.974044,15.567111
Urbanov,Jihlava,49.214457,15.514113
Určice,Prostějov,49.430551,17.073015
Úsilné,České Budějovice,49.013490,14.507364
Úsilov,Domažlice,49.396955,13.127071
Úsobí,Havlíčkův Brod,49.514300,15.502573
Úsobrno,Blansko,49.589023,16.762988
Úsov,Šumperk,49.798406,17.010654
Ústí,Jihlava,49.473620,15.414883
Ústí,Přerov,49.516945,17.766477
Ústí,Vsetín,49.308336,18.003211
Ústí nad Labem,Ústí nad Labem,50.661216,14.053246
Ústí nad Orlicí,Ústí nad Orlicí,49.972280,16.399762
Ústín,Olomouc,49.587135,17.157685
Ústrašice,Tábor,49.340380,14.684580
Ústrašín,Pelhřimov,49.382588,15.168660
Ústup,Blansko,49.565027,16.463018
Úsuší,Brno-venkov,49.334845,16.356089
Úštěk,Litoměřice,50.585804,14.347690
Útěchov,Svitavy,49.728486,16.644660
Útěchovice,Pelhřimov,49.478174,15.116486
Útěchovice pod Stražištěm,Pelhřimov,49.538607,15.029200
Útěchovičky,Pelhřimov,49.460685,15.099772
Úterý,Plzeň-sever,49.940181,13.004290
Útušice,Plzeň-jih,49.677894,13.382148
Útvina,Karlovy Vary,50.070847,12.954852
Úvalno,Bruntál,50.047254,17.744838
Úvaly,Praha-východ,50.073837,14.730945
Uzenice,Strakonice,49.473354,13.959944
Uzeničky,Strakonice,49.488972,13.952507
Úžice,Kutná Hora,49.872126,14.972800
Úžice,Mělník,50.253007,14.378957
Vacenovice,Hodonín,48.945204,17.174146
Václavice,Benešov,49.789406,14.613650
Václavov u Bruntálu,Bruntál,49.979799,17.371834
Václavovice,Ostrava-město,49.755403,18.372312
Václavy,Rakovník,50.063791,13.594520
Vacov,Prachatice,49.136970,13.729209
Vacovice,Strakonice,49.140476,13.781044
Val,Tábor,49.146155,14.756143
Val,Rychnov nad Kněžnou,50.311302,16.181692
Valašská Bystřice,Vsetín,49.415172,18.109885
Valašská Polanka,Vsetín,49.262249,17.996783
Valašská Senice,Vsetín,49.225377,18.117060
Valašské Klobouky,Zlín,49.139664,18.008570
Valašské Meziříčí,Vsetín,49.471904,17.971237
Valašské Příkazy,Vsetín,49.165971,18.053888
Valdice,Jičín,50.455113,15.384989
Valdíkov,Třebíč,49.247109,15.985337
Valeč,Karlovy Vary,50.174239,13.254676
Valeč,Třebíč,49.144404,16.035790
Valchov,Blansko,49.470283,16.719980
Valkeřice,Děčín,50.701933,14.322006
Valšov,Bruntál,49.933456,17.438240
Valtice,Břeclav,48.740790,16.755094
Valtrovice,Znojmo,48.793826,16.221077
Valy,Cheb,49.976907,12.654905
Valy,Pardubice,50.029694,15.616870
Vamberk,Rychnov nad Kněžnou,50.117657,16.290779
Vanov,Jihlava,49.207777,15.413736
Vanovice,Blansko,49.567378,16.666313
Vanůvek,Jihlava,49.222589,15.422729
Vápenice,Uherské Hradiště,48.967992,17.843216
Vápenná,Jeseník,50.283473,17.097722
Vápenný Podol,Chrudim,49.889133,15.666850
Vápno,Pardubice,50.104320,15.533003
Vápovice,Jihlava,49.154876,15.580807
Varnsdorf,Děčín,50.911648,14.618348
Varvažov,Písek,49.439009,14.142696
Vatín,Žďár nad Sázavou,49.525037,15.967320
Vavřinec,Blansko,49.402702,16.719949
Vavřinec,Kutná Hora,49.913742,15.033253
Vážany,Blansko,49.531290,16.688799
Vážany,Vyškov,49.244453,17.050332
Vážany,Uherské Hradiště,49.034552,17.312035
Vážany nad Litavou,Vyškov,49.128919,16.857178
Včelákov,Chrudim,49.817781,15.884462
Včelná,České Budějovice,48.923831,14.453933
Včelnička,Pelhřimov,49.304506,15.042508
Věcov,Žďár nad Sázavou,49.616241,16.170047
Vědomice,Litoměřice,50.433990,14.254008
Vedrovice,Znojmo,49.020997,16.378598
Věchnov,Žďár nad Sázavou,49.499464,16.279089
Vejprnice,Plzeň-sever,49.729991,13.276386
Vejprty,Chomutov,50.492426,13.032237
Vejvanov,Rokycany,49.868769,13.652523
Vejvanovice,Chrudim,49.971029,15.880178
Velatice,Brno-venkov,49.197473,16.753684
Velečín,Plzeň-sever,50.074416,13.401709
Velehrad,Uherské Hradiště,49.105527,17.394372
Velemín,Litoměřice,50.539090,13.976864
Velemyšleves,Louny,50.402684,13.563783
Veleň,Praha-východ,50.173318,14.554314
Velenice,Česká Lípa,50.719064,14.664004
Velenice,Nymburk,50.214463,15.226475
Velenka,Nymburk,50.139824,14.895712
Velenov,Blansko,49.486940,16.732870
Velešín,Český Krumlov,48.829589,14.462614
Velešovice,Vyškov,49.179261,16.849241
Veletiny,Uherské Hradiště,49.037101,17.562531
Veletov,Kolín,50.028423,15.304983
Velhartice,Klatovy,49.265299,13.389852
Velichov,Karlovy Vary,50.284179,13.009826
Velichovky,Náchod,50.356869,15.841790
Veliká Ves,Praha-východ,50.243718,14.455186
Veliká Ves,Chomutov,50.269771,13.374730
Velim,Kolín,50.059756,15.107217
Veliny,Pardubice,50.071154,16.053816
Veliš,Jičín,50.407596,15.317707
Veliš,Benešov,49.668658,14.823244
Velká Bíteš,Žďár nad Sázavou,49.288727,16.225957
Velká Buková,Rakovník,50.034660,13.847293
Velká Bukovina,Děčín,50.730538,14.396877
Velká Bystřice,Olomouc,49.594326,17.364082
Velká Dobrá,Kladno,50.109746,14.069904
Velká Hleďsebe,Cheb,49.966767,12.666767
Velká Chmelištná,Rakovník,50.063738,13.551658
Velká Chyška,Pelhřimov,49.511858,15.037368
Velká Jesenice,Náchod,50.361175,16.037736
Velká Kraš,Jeseník,50.363176,17.146487
Velká Lečice,Příbram,49.814815,14.323587
Velká Lhota,Vsetín,49.437895,18.035719
Velká Losenice,Žďár nad Sázavou,49.580804,15.836834
Velká nad Veličkou,Hodonín,48.882667,17.520706
Velká Polom,Ostrava-město,49.863692,18.093414
Velká Skrovnice,Ústí nad Orlicí,50.030493,16.317005
Velká Štáhle,Bruntál,49.929800,17.357080
Velká Turná,Strakonice,49.340306,13.958805
Velké Albrechtice,Nový Jičín,49.750537,18.044045
Velké Bílovice,Břeclav,48.849388,16.892379
Velké Březno,Ústí nad Labem,50.662808,14.141852
Velké Hamry,Jablonec nad Nisou,50.713834,15.315498
Velké Heraltice,Opava,49.975025,17.728896
Velké Hostěrádky,Břeclav,49.033238,16.870336
Velké Hoštice,Opava,49.936189,17.973904
Velké Hydčice,Klatovy,49.299235,13.668052
Velké Chvojno,Ústí nad Labem,50.731698,14.036815
Velké Janovice,Žďár nad Sázavou,49.587942,16.220152
Velké Karlovice,Vsetín,49.360736,18.283665
Velké Kunětice,Jeseník,50.316673,17.266034
Velké Losiny,Šumperk,50.032070,17.040687
Velké Meziříčí,Žďár nad Sázavou,49.356189,16.013158
Velké Němčice,Břeclav,48.991777,16.672186
Velké Opatovice,Blansko,49.612471,16.679574
Velké Pavlovice,Břeclav,48.904792,16.816155
Velké Petrovice,Náchod,50.517437,16.206593
Velké Popovice,Praha-východ,49.922621,14.639450
Velké Poříčí,Náchod,50.461870,16.189414
Velké Přílepy,Praha-západ,50.160605,14.314579
Velké Přítočno,Kladno,50.116572,14.128345
Velké Svatoňovice,Trutnov,50.531736,16.028640
Velké Tresné,Žďár nad Sázavou,49.575246,16.380585
Velké Všelisy,Mladá Boleslav,50.379137,14.745169
Velké Žernoseky,Litoměřice,50.539512,14.063884
Velký Beranov,Jihlava,49.405141,15.667107
Velký Bor,Klatovy,49.365032,13.701518
Velký Borek,Mělník,50.345385,14.515362
Velký Chlumec,Beroun,49.827790,14.087127
Velký Karlov,Znojmo,48.804633,16.305563
Velký Luh,Cheb,50.199070,12.372344
Velký Malahov,Domažlice,49.623677,12.955437
Velký Ořechov,Zlín,49.109464,17.668544
Velký Osek,Kolín,50.098769,15.186392
Velký Ratmírov,Jindřichův Hradec,49.177749,14.937594
Velký Rybník,Pelhřimov,49.490331,15.308075
Velký Šenov,Děčín,50.990885,14.374393
Velký Třebešov,Náchod,50.392984,16.006468
Velký Týnec,Olomouc,49.552072,17.337660
Velký Újezd,Olomouc,49.578679,17.483576
Velký Valtinov,Česká Lípa,50.743566,14.735433
Velký Vřešťov,Trutnov,50.358583,15.751652
Vělopolí,Frýdek-Místek,49.700533,18.571008
Veltěže,Louny,50.353316,13.875325
Veltruby,Kolín,50.070692,15.184648
Veltrusy,Mělník,50.270563,14.328679
Velvary,Kladno,50.281619,14.236266
Vémyslice,Znojmo,49.022141,16.256897
Vendolí,Svitavy,49.739926,16.413371
Vendryně,Frýdek-Místek,49.666714,18.713186
Vepříkov,Havlíčkův Brod,49.744231,15.571018
Vepřová,Žďár nad Sázavou,49.612545,15.827480
Verměřovice,Ústí nad Orlicí,50.005589,16.562656
Verneřice,Děčín,50.661245,14.301255
Vernéřovice,Náchod,50.614973,16.221073
Vernířovice,Šumperk,50.031808,17.130104
Věrovany,Olomouc,49.461184,17.288054
Verušičky,Karlovy Vary,50.141310,13.173868
Veřovice,Nový Jičín,49.539264,18.114362
Ves Touškov,Plzeň-jih,49.661704,13.119336
Vesce,Tábor,49.249796,14.676986
Veselá,Pelhřimov,49.319162,15.226841
Veselá,Semily,50.546714,15.308967
Veselá,Rokycany,49.695183,13.602933
Veselá,Zlín,49.237591,17.775561
Veselé,Děčín,50.784784,14.373840
Veselí,Pardubice,50.011243,15.618926
Veselí nad Lužnicí,Tábor,49.186616,14.699294
Veselí nad Moravou,Hodonín,48.952477,17.381015
Veselice,Mladá Boleslav,50.396148,15.127224
Veselíčko,Písek,49.388105,14.356870
Veselíčko,Přerov,49.532193,17.509241
Veselý Žďár,Havlíčkův Brod,49.639737,15.526155
Vestec,Náchod,50.421946,16.021390
Vestec,Nymburk,50.238370,15.146101
Vestec,Praha-západ,49.980600,14.504981
Věstín,Žďár nad Sázavou,49.566977,16.340016
Věšín,Příbram,49.615355,13.824322
Věteřov,Hodonín,49.028625,17.056248
Větrný Jeníkov,Jihlava,49.475877,15.478957
Větrušice,Praha-východ,50.190903,14.383516
Větřkovice,Opava,49.780606,17.820558
Větřní,Český Krumlov,48.774351,14.286258
Vevčice,Znojmo,48.962305,16.044533
Veverská Bítýška,Brno-venkov,49.276013,16.436969
Veverské Knínice,Brno-venkov,49.236997,16.401931
Věž,Havlíčkův Brod,49.563955,15.459156
Věžky,Přerov,49.405119,17.423280
Věžky,Kroměříž,49.285190,17.281547
Věžná,Pelhřimov,49.414284,14.988823
Věžná,Žďár nad Sázavou,49.460826,16.271321
Věžnice,Havlíčkův Brod,49.514522,15.695774
Věžnice,Jihlava,49.480083,15.695408
Věžnička,Jihlava,49.460430,15.705550
Věžovatá Pláně,Český Krumlov,48.776290,14.409159
Vchynice,Litoměřice,50.510608,14.020198
Víceměřice,Prostějov,49.344156,17.171909
Vícemil,Jindřichův Hradec,49.263954,14.894383
Vícenice,Třebíč,49.089130,15.812238
Vícenice u Náměště nad Oslavou,Třebíč,49.202721,16.126096
Vícov,Prostějov,49.488573,16.959663
Vidče,Vsetín,49.441612,18.094836
Vídeň,Žďár nad Sázavou,49.392227,16.031730
Vidice,Domažlice,49.613863,12.835622
Vidice,Kutná Hora,49.916710,15.165597
Vidim,Mělník,50.467953,14.525934
Vidlatá Seč,Svitavy,49.836139,16.205311
Vidnava,Jeseník,50.372435,17.186360
Vidochov,Jičín,50.512639,15.565907
Vidonín,Žďár nad Sázavou,49.379842,16.222546
Vidov,České Budějovice,48.926848,14.494749
Vigantice,Vsetín,49.443885,18.184136
Víchová nad Jizerou,Semily,50.630181,15.487779
Vikantice,Šumperk,50.136390,16.993070
Vikýřovice,Šumperk,49.976988,17.013562
Vílanec,Jihlava,49.334609,15.576862
Vilantice,Trutnov,50.365933,15.788877
Vilémov,Havlíčkův Brod,49.815761,15.535940
Vilémov,Olomouc,49.635568,16.995410
Vilémov,Děčín,50.990647,14.335423
Vilémov,Chomutov,50.301078,13.312156
Vilémovice,Blansko,49.363886,16.746834
Vilémovice,Havlíčkův Brod,49.686513,15.321935
Vilice,Tábor,49.564574,14.864415
Vimperk,Prachatice,49.052562,13.774586
Vinary,Hradec Králové,50.289608,15.428963
Vinary,Ústí nad Orlicí,49.959207,16.060381
Vinaře,Kutná Hora,49.909198,15.501395
Vinařice,Beroun,49.892649,14.098173
Vinařice,Kladno,50.175951,14.091171
Vinařice,Mladá Boleslav,50.373911,14.952383
Vinařice,Louny,50.265764,13.822865
Vincencov,Prostějov,49.405804,17.062571
Vinec,Mladá Boleslav,50.394714,14.869901
Viničné Šumice,Brno-venkov,49.213678,16.825512
Vintířov,Sokolov,50.233928,12.717598
Vír,Žďár nad Sázavou,49.557484,16.323690
Víska,Havlíčkův Brod,49.770412,15.652667
Víska u Jevíčka,Svitavy,49.652641,16.707835
Vísky,Blansko,49.538535,16.625711
Vísky,Rokycany,49.651304,13.682749
Višňová,Jindřichův Hradec,49.219107,14.841334
Višňová,Liberec,50.966732,15.025060
Višňová,Příbram,49.705897,14.145576
Višňové,Znojmo,48.982515,16.150357
Vítanov,Chrudim,49.749189,15.881830
Vitčice,Prostějov,49.311939,17.240961
Vítějeves,Svitavy,49.615824,16.465469
Vitějovice,Prachatice,49.046493,14.073468
Vítězná,Trutnov,50.488959,15.802302
Vitice,Kolín,50.031106,14.914611
Vitín,České Budějovice,49.089591,14.545974
Vitiněves,Jičín,50.393404,15.378316
Vítkov,Opava,49.774549,17.749517
Vítkovice,Semily,50.679115,15.531308
Vítonice,Znojmo,48.919467,16.198985
Vítonice,Kroměříž,49.447233,17.693071
Vizovice,Zlín,49.223073,17.854921
Vižina,Beroun,49.857297,14.104730
Vlačice,Kutná Hora,49.943143,15.437595
Vladislav,Třebíč,49.210270,15.988403
Vlachova Lhota,Zlín,49.149968,17.953557
Vlachovice,Žďár nad Sázavou,49.597135,16.041266
Vlachovice,Zlín,49.123872,17.940124
Vlachovo Březí,Prachatice,49.081457,13.958519
Vlasatice,Brno-venkov,48.933846,16.484529
Vlastec,Písek,49.365671,14.211797
Vlastějovice,Kutná Hora,49.731406,15.174893
Vlastiboř,Tábor,49.258041,14.636830
Vlastiboř,Jablonec nad Nisou,50.664974,15.311826
Vlastibořice,Liberec,50.618816,15.052112
Vlastislav,Litoměřice,50.497071,13.955542
Vlašim,Benešov,49.706428,14.898910
Vlčatín,Třebíč,49.305945,15.949022
Vlčetínec,Jindřichův Hradec,49.264592,15.054625
